section_name,section_id,act_name
Section 320(Secondly) in The Indian Penal Code,175864808,The Indian Penal Code
Section 320(Thirdly) in The Indian Penal Code,45255066,The Indian Penal Code
Section 320(Fifthly) in The Indian Penal Code,183418311,The Indian Penal Code
Section 320(Sixthly) in The Indian Penal Code,105055722,The Indian Penal Code
Section 320(Eighthly) in The Indian Penal Code,128499502,The Indian Penal Code
Section 322 in The Indian Penal Code,1793223,The Indian Penal Code
Section 323 in The Indian Penal Code,1011035,The Indian Penal Code
Section 325 in The Indian Penal Code,1133601,The Indian Penal Code
Section 326 in The Indian Penal Code,1540253,The Indian Penal Code
Section 327 in The Indian Penal Code,520270,The Indian Penal Code
Section 328 in The Indian Penal Code,1535430,The Indian Penal Code
Section 329 in The Indian Penal Code,430601,The Indian Penal Code
Section 330(a) in The Indian Penal Code,13408724,The Indian Penal Code
Section 330(b) in The Indian Penal Code,193316115,The Indian Penal Code
Section 330(d) in The Indian Penal Code,8136490,The Indian Penal Code
Section 331 in The Indian Penal Code,1135572,The Indian Penal Code
Section 334 in The Indian Penal Code,299470,The Indian Penal Code
Section 334 in The Indian Penal Code,299470,The Indian Penal Code
Section 336 in The Indian Penal Code,175699,The Indian Penal Code
Section 337 in The Indian Penal Code,1402213,The Indian Penal Code
Section 338 in The Indian Penal Code,1721129,The Indian Penal Code
Section 339 in The Indian Penal Code,278610,The Indian Penal Code
Section 341 in The Indian Penal Code,1599401,The Indian Penal Code
Section 342 in The Indian Penal Code,1243353,The Indian Penal Code
Section 343 in The Indian Penal Code,589866,The Indian Penal Code
Section 345 in The Indian Penal Code,1814951,The Indian Penal Code
Section 346 in The Indian Penal Code,559735,The Indian Penal Code
Section 348 in The Indian Penal Code,792272,The Indian Penal Code
Section 349 in The Indian Penal Code,1346144,The Indian Penal Code
Section 349(Secondly) in The Indian Penal Code,6187607,The Indian Penal Code
Section 349(Thirdly) in The Indian Penal Code,98197030,The Indian Penal Code
Section 350(a) in The Indian Penal Code,404110,The Indian Penal Code
Section 350(b) in The Indian Penal Code,45523,The Indian Penal Code
Section 350(d) in The Indian Penal Code,966156,The Indian Penal Code
Section 350(f) in The Indian Penal Code,739240,The Indian Penal Code
Section 350(g) in The Indian Penal Code,60452,The Indian Penal Code
Section 350(h) in The Indian Penal Code,1909401,The Indian Penal Code
Section 351(a) in The Indian Penal Code,59820,The Indian Penal Code
Section 351(b) in The Indian Penal Code,1015150,The Indian Penal Code
Section 352 in The Indian Penal Code,1672685,The Indian Penal Code
Section 353 in The Indian Penal Code,1208971,The Indian Penal Code
Section 355 in The Indian Penal Code,1258665,The Indian Penal Code
Section 356 in The Indian Penal Code,1760174,The Indian Penal Code
Section 357 in The Indian Penal Code,875650,The Indian Penal Code
Section 358 in The Indian Penal Code,1369110,The Indian Penal Code
Section 360 in The Indian Penal Code,243306,The Indian Penal Code
Section 361 in The Indian Penal Code,1515807,The Indian Penal Code
Section 361(Exception) in The Indian Penal Code,113974146,The Indian Penal Code
Section 362 in The Indian Penal Code,390542,The Indian Penal Code
Section 363 in The Indian Penal Code,619940,The Indian Penal Code
Section 363A in The Indian Penal Code,1892519,The Indian Penal Code
Section 363A(2) in The Indian Penal Code,1769107,The Indian Penal Code
Section 363A(4) in The Indian Penal Code,864982,The Indian Penal Code
Section 363A(4)(a) in The Indian Penal Code,1094376,The Indian Penal Code
Section 363A(4)(a)(ii) in The Indian Penal Code,1280653,The Indian Penal Code
Section 363A(4)(a)(iii) in The Indian Penal Code,682479,The Indian Penal Code
Section 363A(4)(b) in The Indian Penal Code,263341,The Indian Penal Code
Section 363A(4)(b)(i) in The Indian Penal Code,1009146,The Indian Penal Code
Section 364 in The Indian Penal Code,695990,The Indian Penal Code
Section 364(a) in The Indian Penal Code,203679,The Indian Penal Code
Section 364A in The Indian Penal Code,1374258,The Indian Penal Code
Section 365 in The Indian Penal Code,886598,The Indian Penal Code
Section 366A in The Indian Penal Code,1559723,The Indian Penal Code
Section 366B in The Indian Penal Code,1371751,The Indian Penal Code
Section 367 in The Indian Penal Code,1324577,The Indian Penal Code
Section 369 in The Indian Penal Code,1684623,The Indian Penal Code
Section 370 in The Indian Penal Code,1153041,The Indian Penal Code
Section 371 in The Indian Penal Code,586835,The Indian Penal Code
Section 373 in The Indian Penal Code,530949,The Indian Penal Code
Section 374 in The Indian Penal Code,1459475,The Indian Penal Code
Section 375(First) in The Indian Penal Code,146335001,The Indian Penal Code
Section 375(Secondly) in The Indian Penal Code,51172542,The Indian Penal Code
Section 375(Fourthly) in The Indian Penal Code,71576325,The Indian Penal Code
Section 375(Sixthly) in The Indian Penal Code,75513706,The Indian Penal Code
Section 375(Exception) in The Indian Penal Code,195673915,The Indian Penal Code
Section 375(Manipur)(b) in The Indian Penal Code,14509729,The Indian Penal Code
Section 376 in The Indian Penal Code,1279834,The Indian Penal Code
Section 376(2) in The Indian Penal Code,1677485,The Indian Penal Code
Section 376(2)(a) in The Indian Penal Code,55666,The Indian Penal Code
Section 376(2)(a)(i) in The Indian Penal Code,324024,The Indian Penal Code
Section 376(2)(a)(iii) in The Indian Penal Code,324853,The Indian Penal Code
Section 376(2)(b) in The Indian Penal Code,1836398,The Indian Penal Code
Section 376(2)(d) in The Indian Penal Code,830268,The Indian Penal Code
Section 376(2)(e) in The Indian Penal Code,865090,The Indian Penal Code
Section 376(2)(g) in The Indian Penal Code,1284610,The Indian Penal Code
Section 376A in The Indian Penal Code,668689,The Indian Penal Code
Section 376C in The Indian Penal Code,1553346,The Indian Penal Code
Section 376D in The Indian Penal Code,9545,The Indian Penal Code
Section 378 in The Indian Penal Code,1280620,The Indian Penal Code
Section 378(a) in The Indian Penal Code,1102227,The Indian Penal Code
Section 378(c) in The Indian Penal Code,659325,The Indian Penal Code
Section 378(d) in The Indian Penal Code,393234,The Indian Penal Code
Section 378(f) in The Indian Penal Code,1900894,The Indian Penal Code
Section 378(g) in The Indian Penal Code,1320154,The Indian Penal Code
Section 378(i) in The Indian Penal Code,958395,The Indian Penal Code
Section 378(k) in The Indian Penal Code,1278389,The Indian Penal Code
Section 378(l) in The Indian Penal Code,1885347,The Indian Penal Code
Section 378(m) in The Indian Penal Code,1945753,The Indian Penal Code
Section 378(o) in The Indian Penal Code,115968,The Indian Penal Code
Section 378(p) in The Indian Penal Code,813511,The Indian Penal Code
Section 380 in The Indian Penal Code,839778,The Indian Penal Code
Section 381 in The Indian Penal Code,436339,The Indian Penal Code
Section 382 in The Indian Penal Code,556739,The Indian Penal Code
Section 382(b) in The Indian Penal Code,1818573,The Indian Penal Code
Section 383(a) in The Indian Penal Code,58458,The Indian Penal Code
Section 383(b) in The Indian Penal Code,283038,The Indian Penal Code
Section 383(d) in The Indian Penal Code,1307657,The Indian Penal Code
Section 384 in The Indian Penal Code,1944660,The Indian Penal Code
Section 385 in The Indian Penal Code,752609,The Indian Penal Code
Section 387 in The Indian Penal Code,1688284,The Indian Penal Code
Section 388 in The Indian Penal Code,1030257,The Indian Penal Code
Section 389 in The Indian Penal Code,970675,The Indian Penal Code
Section 390 in The Indian Penal Code,1905008,The Indian Penal Code
Section 390(a) in The Indian Penal Code,1217295,The Indian Penal Code
Section 390(b) in The Indian Penal Code,751022,The Indian Penal Code
Section 390(c) in The Indian Penal Code,1843596,The Indian Penal Code
Section 390(d) in The Indian Penal Code,919441,The Indian Penal Code
Section 390(a) in The Indian Penal Code,1217295,The Indian Penal Code
Section 390(c) in The Indian Penal Code,1843596,The Indian Penal Code
Section 390(d) in The Indian Penal Code,919441,The Indian Penal Code
Section 391 in The Indian Penal Code,1337698,The Indian Penal Code
Section 392 in The Indian Penal Code,329571,The Indian Penal Code
Section 393 in The Indian Penal Code,1068394,The Indian Penal Code
Section 395 in The Indian Penal Code,1119707,The Indian Penal Code
Section 396 in The Indian Penal Code,958439,The Indian Penal Code
Section 398 in The Indian Penal Code,835557,The Indian Penal Code
Section 399 in The Indian Penal Code,399026,The Indian Penal Code
Section 400 in The Indian Penal Code,468585,The Indian Penal Code
Section 402 in The Indian Penal Code,1784492,The Indian Penal Code
Section 403 in The Indian Penal Code,1591527,The Indian Penal Code
Section 403(a) in The Indian Penal Code,59194,The Indian Penal Code
Section 403(c) in The Indian Penal Code,1576661,The Indian Penal Code
Section 403(a) in The Indian Penal Code,59194,The Indian Penal Code
Section 403(c) in The Indian Penal Code,1576661,The Indian Penal Code
Section 403(d) in The Indian Penal Code,250044,The Indian Penal Code
Section 403(f) in The Indian Penal Code,1243893,The Indian Penal Code
Section 405 in The Indian Penal Code,1249173,The Indian Penal Code
Section 405(a) in The Indian Penal Code,235541,The Indian Penal Code
Section 405(b) in The Indian Penal Code,1982413,The Indian Penal Code
Section 405(d) in The Indian Penal Code,1459174,The Indian Penal Code
Section 405(e) in The Indian Penal Code,1279310,The Indian Penal Code
Section 406 in The Indian Penal Code,988620,The Indian Penal Code
Section 407 in The Indian Penal Code,940928,The Indian Penal Code
Section 408 in The Indian Penal Code,1131784,The Indian Penal Code
Section 409 in The Indian Penal Code,1326844,The Indian Penal Code
Section 410 in The Indian Penal Code,446787,The Indian Penal Code
Section 411 in The Indian Penal Code,812083,The Indian Penal Code
Section 412 in The Indian Penal Code,844968,The Indian Penal Code
Section 414 in The Indian Penal Code,94452,The Indian Penal Code
Section 415 in The Indian Penal Code,1306824,The Indian Penal Code
Section 415(a) in The Indian Penal Code,566623,The Indian Penal Code
Section 415(b) in The Indian Penal Code,1380668,The Indian Penal Code
Section 415(d) in The Indian Penal Code,1548208,The Indian Penal Code
Section 415(f) in The Indian Penal Code,101135,The Indian Penal Code
Section 415(g) in The Indian Penal Code,1222569,The Indian Penal Code
Section 415(i) in The Indian Penal Code,68067,The Indian Penal Code
Section 416 in The Indian Penal Code,1041696,The Indian Penal Code
Section 416(b) in The Indian Penal Code,1972099,The Indian Penal Code
Section 417 in The Indian Penal Code,105503,The Indian Penal Code
Section 419 in The Indian Penal Code,1667388,The Indian Penal Code
Section 420 in The Indian Penal Code,1436241,The Indian Penal Code
Section 421 in The Indian Penal Code,821690,The Indian Penal Code
Section 423 in The Indian Penal Code,1442106,The Indian Penal Code
Section 424 in The Indian Penal Code,393714,The Indian Penal Code
Section 425 in The Indian Penal Code,441951,The Indian Penal Code
Section 425(b) in The Indian Penal Code,665517,The Indian Penal Code
Section 425(d) in The Indian Penal Code,1418293,The Indian Penal Code
Section 425(e) in The Indian Penal Code,1734074,The Indian Penal Code
Section 425(g) in The Indian Penal Code,1277137,The Indian Penal Code
Section 425(h) in The Indian Penal Code,303898,The Indian Penal Code
Section 427 in The Indian Penal Code,222396,The Indian Penal Code
Section 428 in The Indian Penal Code,260462,The Indian Penal Code
Section 429 in The Indian Penal Code,3563,The Indian Penal Code
Section 431 in The Indian Penal Code,1028121,The Indian Penal Code
Section 432 in The Indian Penal Code,79895,The Indian Penal Code
Section 434 in The Indian Penal Code,1322904,The Indian Penal Code
Section 435 in The Indian Penal Code,1552733,The Indian Penal Code
Section 437 in The Indian Penal Code,1682361,The Indian Penal Code
Section 438 in The Indian Penal Code,1144664,The Indian Penal Code
Section 439 in The Indian Penal Code,1667941,The Indian Penal Code
Section 441 in The Indian Penal Code,1768645,The Indian Penal Code
Section 441(Orissa) in The Indian Penal Code,44917203,The Indian Penal Code
Section 443 in The Indian Penal Code,331647,The Indian Penal Code
Section 444 in The Indian Penal Code,147438,The Indian Penal Code
Section 445(First) in The Indian Penal Code,41623743,The Indian Penal Code
Section 445(Secondly) in The Indian Penal Code,114916045,The Indian Penal Code
Section 445(Fourthly) in The Indian Penal Code,72086751,The Indian Penal Code
Section 445(Sixthly) in The Indian Penal Code,51343752,The Indian Penal Code
Section 445(Sixthly)(a) in The Indian Penal Code,17904952,The Indian Penal Code
Section 445(Sixthly)(c) in The Indian Penal Code,16783035,The Indian Penal Code
Section 445(Sixthly)(d) in The Indian Penal Code,6052880,The Indian Penal Code
Section 445(Sixthly)(f) in The Indian Penal Code,181293427,The Indian Penal Code
Section 445(Sixthly)(h) in The Indian Penal Code,108206163,The Indian Penal Code
Section 446 in The Indian Penal Code,367467,The Indian Penal Code
Section 448 in The Indian Penal Code,1947545,The Indian Penal Code
Section 449 in The Indian Penal Code,1318185,The Indian Penal Code
Section 450 in The Indian Penal Code,1982060,The Indian Penal Code
Section 452 in The Indian Penal Code,838469,The Indian Penal Code
Section 453 in The Indian Penal Code,1288347,The Indian Penal Code
Section 454 in The Indian Penal Code,578299,The Indian Penal Code
Section 455 in The Indian Penal Code,1954086,The Indian Penal Code
Section 457 in The Indian Penal Code,1873755,The Indian Penal Code
Section 458 in The Indian Penal Code,959623,The Indian Penal Code
Section 459 in The Indian Penal Code,1842737,The Indian Penal Code
Section 461 in The Indian Penal Code,1293807,The Indian Penal Code
Section 462 in The Indian Penal Code,1904534,The Indian Penal Code
Section 464(a) in The Indian Penal Code,1457689,The Indian Penal Code
Section 464(b) in The Indian Penal Code,464774,The Indian Penal Code
Section 464(d) in The Indian Penal Code,1297415,The Indian Penal Code
Section 464(a) in The Indian Penal Code,1457689,The Indian Penal Code
Section 464(c) in The Indian Penal Code,1282464,The Indian Penal Code
Section 464(e) in The Indian Penal Code,317758,The Indian Penal Code
Section 464(f) in The Indian Penal Code,1064420,The Indian Penal Code
Section 464(h) in The Indian Penal Code,535748,The Indian Penal Code
Section 464(i) in The Indian Penal Code,1128280,The Indian Penal Code
Section 464(k) in The Indian Penal Code,693233,The Indian Penal Code
Section 464(a) in The Indian Penal Code,1457689,The Indian Penal Code
Section 464(c) in The Indian Penal Code,1282464,The Indian Penal Code
Section 464(d) in The Indian Penal Code,1297415,The Indian Penal Code
Section 465 in The Indian Penal Code,1317063,The Indian Penal Code
Section 466 in The Indian Penal Code,1053937,The Indian Penal Code
Section 466(1) in The Indian Penal Code,131917853,The Indian Penal Code
Section 468 in The Indian Penal Code,556166,The Indian Penal Code
Section 469 in The Indian Penal Code,1827979,The Indian Penal Code
Section 471 in The Indian Penal Code,1466184,The Indian Penal Code
Section 472 in The Indian Penal Code,182233,The Indian Penal Code
Section 473 in The Indian Penal Code,649216,The Indian Penal Code
Section 475 in The Indian Penal Code,118906,The Indian Penal Code
Section 476 in The Indian Penal Code,1666702,The Indian Penal Code
Section 477A in The Indian Penal Code,896188,The Indian Penal Code
Section 478 in The Indian Penal Code,998584,The Indian Penal Code
Section 479 in The Indian Penal Code,326112,The Indian Penal Code
Section 481 in The Indian Penal Code,1765305,The Indian Penal Code
Section 483 in The Indian Penal Code,1207578,The Indian Penal Code
Section 484 in The Indian Penal Code,249747,The Indian Penal Code
Section 486 in The Indian Penal Code,1056907,The Indian Penal Code
Section 486(a) in The Indian Penal Code,758422,The Indian Penal Code
Section 486(b) in The Indian Penal Code,615862,The Indian Penal Code
Section 487 in The Indian Penal Code,728365,The Indian Penal Code
Section 488 in The Indian Penal Code,1013251,The Indian Penal Code
Section 489A in The Indian Penal Code,591351,The Indian Penal Code
Section 489B in The Indian Penal Code,1926477,The Indian Penal Code
Section 489D in The Indian Penal Code,193831,The Indian Penal Code
Section 489E in The Indian Penal Code,1408157,The Indian Penal Code
Section 489E(2) in The Indian Penal Code,1759845,The Indian Penal Code
Section 489E(3) in The Indian Penal Code,1722463,The Indian Penal Code
Section 491 in The Indian Penal Code,191666,The Indian Penal Code
Section 492 in The Indian Penal Code,801817,The Indian Penal Code
Section 494 in The Indian Penal Code,508426,The Indian Penal Code
Section 494(Exception) in The Indian Penal Code,38661019,The Indian Penal Code
Section 495 in The Indian Penal Code,653145,The Indian Penal Code
Section 496 in The Indian Penal Code,1912691,The Indian Penal Code
Section 497 in The Indian Penal Code,1833006,The Indian Penal Code
Section 498A in The Indian Penal Code,538436,The Indian Penal Code
Section 498A(a) in The Indian Penal Code,1776697,The Indian Penal Code
Section 498A(b) in The Indian Penal Code,1824991,The Indian Penal Code
Section 499(a) in The Indian Penal Code,715954,The Indian Penal Code
Section 499(c) in The Indian Penal Code,766990,The Indian Penal Code
Section 499(a) in The Indian Penal Code,715954,The Indian Penal Code
Section 499(a) in The Indian Penal Code,715954,The Indian Penal Code
Section 499(b) in The Indian Penal Code,861837,The Indian Penal Code
Section 499(d) in The Indian Penal Code,516893,The Indian Penal Code
Section 499(a) in The Indian Penal Code,715954,The Indian Penal Code
Section 499(b) in The Indian Penal Code,861837,The Indian Penal Code
Section 501 in The Indian Penal Code,1820068,The Indian Penal Code
Section 502 in The Indian Penal Code,1495647,The Indian Penal Code
Section 504 in The Indian Penal Code,555306,The Indian Penal Code
Section 505 in The Indian Penal Code,1198526,The Indian Penal Code
Section 505(1) in The Indian Penal Code,926966,The Indian Penal Code
Section 505(1)(a) in The Indian Penal Code,43397,The Indian Penal Code
Section 505(1)(c) in The Indian Penal Code,1565692,The Indian Penal Code
Section 505(3)(Exception) in The Indian Penal Code,19968772,The Indian Penal Code
Section 506 in The Indian Penal Code,180217,The Indian Penal Code
Section 508 in The Indian Penal Code,1734694,The Indian Penal Code
Section 508(a) in The Indian Penal Code,1585960,The Indian Penal Code
Section 509 in The Indian Penal Code,68146,The Indian Penal Code
Section 510 in The Indian Penal Code,529653,The Indian Penal Code
Section 511(a) in The Indian Penal Code,1199018,The Indian Penal Code
Section 511(b) in The Indian Penal Code,1953055,The Indian Penal Code
Section 104 in The Indian Penal Code,1409246,The Indian Penal Code
Section 107 in The Indian Penal Code,1667403,The Indian Penal Code
Section 107(Thirdly) in The Indian Penal Code,80409215,The Indian Penal Code
Section 108(b) in The Indian Penal Code,1763681,The Indian Penal Code
Section 108(b) in The Indian Penal Code,1763681,The Indian Penal Code
Section 108A in The Indian Penal Code,1711828,The Indian Penal Code
Section 109(c) in The Indian Penal Code,1529196,The Indian Penal Code
Section 111(Proviso) in The Indian Penal Code,171090597,The Indian Penal Code
Section 111(Proviso)(b) in The Indian Penal Code,168213102,The Indian Penal Code
Section 113 in The Indian Penal Code,714962,The Indian Penal Code
Section 116(a) in The Indian Penal Code,1125257,The Indian Penal Code
Section 116(d) in The Indian Penal Code,1701834,The Indian Penal Code
Section 120 in The Indian Penal Code,1128948,The Indian Penal Code
Section 120A(2) in The Indian Penal Code,1856199,The Indian Penal Code
Section 121 in The Indian Penal Code,786750,The Indian Penal Code
Section 123 in The Indian Penal Code,1999903,The Indian Penal Code
Section 125 in The Indian Penal Code,452200,The Indian Penal Code
Section 128 in The Indian Penal Code,1538557,The Indian Penal Code
Section 131 in The Indian Penal Code,1595435,The Indian Penal Code
Section 134 in The Indian Penal Code,10736,The Indian Penal Code
Section 136 in The Indian Penal Code,194391,The Indian Penal Code
Section 138 in The Indian Penal Code,729270,The Indian Penal Code
Section 140 in The Indian Penal Code,1735610,The Indian Penal Code
Section 141(Second) in The Indian Penal Code,43254596,The Indian Penal Code
Section 141(Fifth) in The Indian Penal Code,101023739,The Indian Penal Code
Section 151 in The Indian Penal Code,828685,The Indian Penal Code
Section 153A(1) in The Indian Penal Code,811548,The Indian Penal Code
Section 153AA in The Indian Penal Code,129661464,The Indian Penal Code
Section 153B(1)(a) in The Indian Penal Code,1518197,The Indian Penal Code
Section 153B(1)(c) in The Indian Penal Code,1238250,The Indian Penal Code
Section 155 in The Indian Penal Code,1062869,The Indian Penal Code
Section 159 in The Indian Penal Code,275300,The Indian Penal Code
Section 163 in The Indian Penal Code,18766893,The Indian Penal Code
Section 165A in The Indian Penal Code,54942699,The Indian Penal Code
Section 169 in The Indian Penal Code,477003,The Indian Penal Code
Section 171A in The Indian Penal Code,1428563,The Indian Penal Code
Section 171A(b) in The Indian Penal Code,101713,The Indian Penal Code
Section 171B(1)(ii) in The Indian Penal Code,523354,The Indian Penal Code
Section 171C in The Indian Penal Code,293432,The Indian Penal Code
Section 171C(2)(a) in The Indian Penal Code,102155,The Indian Penal Code
Section 171C(3) in The Indian Penal Code,1073185,The Indian Penal Code
Section 171F in The Indian Penal Code,1211115,The Indian Penal Code
Section 171-I in The Indian Penal Code,1405563,The Indian Penal Code
Section 174(b) in The Indian Penal Code,654966,The Indian Penal Code
Section 175 in The Indian Penal Code,54229,The Indian Penal Code
Section 177 in The Indian Penal Code,974069,The Indian Penal Code
Section 177(b) in The Indian Penal Code,1868721,The Indian Penal Code
Section 181 in The Indian Penal Code,852002,The Indian Penal Code
Section 182(b) in The Indian Penal Code,1023236,The Indian Penal Code
Section 182(c) in The Indian Penal Code,204375,The Indian Penal Code
Section 185 in The Indian Penal Code,942550,The Indian Penal Code
Section 188 in The Indian Penal Code,1432790,The Indian Penal Code
Section 191 in The Indian Penal Code,677888,The Indian Penal Code
Section 191(c) in The Indian Penal Code,1332096,The Indian Penal Code
Section 192 in The Indian Penal Code,1905297,The Indian Penal Code
Section 192(c) in The Indian Penal Code,1854587,The Indian Penal Code
Section 195 in The Indian Penal Code,388888,The Indian Penal Code
Section 197 in The Indian Penal Code,1731569,The Indian Penal Code
Section 200 in The Indian Penal Code,943588,The Indian Penal Code
Section 203 in The Indian Penal Code,1096902,The Indian Penal Code
Section 207 in The Indian Penal Code,1896487,The Indian Penal Code
Section 209 in The Indian Penal Code,323386,The Indian Penal Code
Section 212(Exception) in The Indian Penal Code,2085767,The Indian Penal Code
Section 215 in The Indian Penal Code,1839996,The Indian Penal Code
Section 216A in The Indian Penal Code,1886841,The Indian Penal Code
Section 218 in The Indian Penal Code,986493,The Indian Penal Code
Section 221 in The Indian Penal Code,649942,The Indian Penal Code
Section 225 in The Indian Penal Code,308927,The Indian Penal Code
Section 225A(b) in The Indian Penal Code,1641075,The Indian Penal Code
Section 226 in The Indian Penal Code,239579,The Indian Penal Code
Section 228A(1) in The Indian Penal Code,1523798,The Indian Penal Code
Section 228A(2)(b) in The Indian Penal Code,1001143,The Indian Penal Code
Section 229 in The Indian Penal Code,436461,The Indian Penal Code
Section 229A(b) in The Indian Penal Code,118044573,The Indian Penal Code
Section 230(a) in The Indian Penal Code,1562669,The Indian Penal Code
Section 230(d) in The Indian Penal Code,192120,The Indian Penal Code
Section 232 in The Indian Penal Code,367254,The Indian Penal Code
Section 235 in The Indian Penal Code,1986933,The Indian Penal Code
Section 238 in The Indian Penal Code,951248,The Indian Penal Code
Section 241 in The Indian Penal Code,1659458,The Indian Penal Code
Section 244 in The Indian Penal Code,1842242,The Indian Penal Code
Section 248 in The Indian Penal Code,1575348,The Indian Penal Code
Section 251 in The Indian Penal Code,1561882,The Indian Penal Code
Section 254 in The Indian Penal Code,1714697,The Indian Penal Code
Section 257 in The Indian Penal Code,511183,The Indian Penal Code
Section 260 in The Indian Penal Code,120498,The Indian Penal Code
Section 263 in The Indian Penal Code,1910622,The Indian Penal Code
Section 263A(1)(a) in The Indian Penal Code,104426,The Indian Penal Code
Section 263A(2) in The Indian Penal Code,334561,The Indian Penal Code
Section 263A(4) in The Indian Penal Code,1504749,The Indian Penal Code
Section 266 in The Indian Penal Code,1607227,The Indian Penal Code
Section 269 in The Indian Penal Code,734195,The Indian Penal Code
Section 272 in The Indian Penal Code,471092,The Indian Penal Code
Section 276 in The Indian Penal Code,1049807,The Indian Penal Code
Section 279 in The Indian Penal Code,1270101,The Indian Penal Code
Section 282 in The Indian Penal Code,40305,The Indian Penal Code
Section 285 in The Indian Penal Code,1728663,The Indian Penal Code
Section 288 in The Indian Penal Code,207785,The Indian Penal Code
Section 291 in The Indian Penal Code,1273321,The Indian Penal Code
Section 292(2) in The Indian Penal Code,776798,The Indian Penal Code
Section 292(2)(c) in The Indian Penal Code,1507867,The Indian Penal Code
Section 292(2)(e)(Exception) in The Indian Penal Code,187131026,The Indian Penal Code
Section 293 in The Indian Penal Code,601866,The Indian Penal Code
Section 294(b) in The Indian Penal Code,1198799,The Indian Penal Code
Section 295A in The Indian Penal Code,1803184,The Indian Penal Code
Section 298 in The Indian Penal Code,1774593,The Indian Penal Code
Section 299(b) in The Indian Penal Code,1247080,The Indian Penal Code
Section 300(Secondly) in The Indian Penal Code,159316467,The Indian Penal Code
Section 300(Fourthly)(a) in The Indian Penal Code,76942953,The Indian Penal Code
Section 300(Fourthly)(c) in The Indian Penal Code,133604900,The Indian Penal Code
Section 300(Secondly) in The Indian Penal Code,159316467,The Indian Penal Code
Section 300(Thirdly)(b) in The Indian Penal Code,25057215,The Indian Penal Code
Section 300(Thirdly)(e) in The Indian Penal Code,132494777,The Indian Penal Code
Section 301 in The Indian Penal Code,1233988,The Indian Penal Code
Section 304A in The Indian Penal Code,1371604,The Indian Penal Code
Section 304B(2) in The Indian Penal Code,1785744,The Indian Penal Code
Section 307 in The Indian Penal Code,455468,The Indian Penal Code
Section 307(c) in The Indian Penal Code,524233,The Indian Penal Code
Section 308 in The Indian Penal Code,4266,The Indian Penal Code
Section 311 in The Indian Penal Code,185764,The Indian Penal Code
Section 315 in The Indian Penal Code,1637773,The Indian Penal Code
Section 318 in The Indian Penal Code,1173112,The Indian Penal Code
Section 320(First) in The Indian Penal Code,126195200,The Indian Penal Code
Section 320(Fourthly) in The Indian Penal Code,3369562,The Indian Penal Code
Section 320(Seventhly) in The Indian Penal Code,44556736,The Indian Penal Code
Section 321 in The Indian Penal Code,1542359,The Indian Penal Code
Section 324 in The Indian Penal Code,724142,The Indian Penal Code
Section 330 in The Indian Penal Code,2858386,The Indian Penal Code
Section 330(c) in The Indian Penal Code,182267215,The Indian Penal Code
Section 332 in The Indian Penal Code,1440821,The Indian Penal Code
Section 335 in The Indian Penal Code,932006,The Indian Penal Code
Section 339(Exception) in The Indian Penal Code,181171924,The Indian Penal Code
Section 344 in The Indian Penal Code,1495318,The Indian Penal Code
Section 347 in The Indian Penal Code,996413,The Indian Penal Code
Section 349(First) in The Indian Penal Code,73932288,The Indian Penal Code
Section 350 in The Indian Penal Code,179037,The Indian Penal Code
Section 350(c) in The Indian Penal Code,1117242,The Indian Penal Code
Section 350(e) in The Indian Penal Code,1885219,The Indian Penal Code
Section 351 in The Indian Penal Code,478590,The Indian Penal Code
Section 351(c) in The Indian Penal Code,614843,The Indian Penal Code
Section 354 in The Indian Penal Code,203036,The Indian Penal Code
Section 359 in The Indian Penal Code,1804691,The Indian Penal Code
Section 361(Manipur) in The Indian Penal Code,67353448,The Indian Penal Code
Section 363A(1) in The Indian Penal Code,132183,The Indian Penal Code
Section 363A(3) in The Indian Penal Code,214579,The Indian Penal Code
Section 363A(4)(a)(i) in The Indian Penal Code,1849691,The Indian Penal Code
Section 363A(4)(a)(iv) in The Indian Penal Code,1645777,The Indian Penal Code
Section 363A(4)(b)(ii) in The Indian Penal Code,569154,The Indian Penal Code
Section 364(b) in The Indian Penal Code,1687720,The Indian Penal Code
Section 366 in The Indian Penal Code,796352,The Indian Penal Code
Section 368 in The Indian Penal Code,1629021,The Indian Penal Code
Section 372 in The Indian Penal Code,1938563,The Indian Penal Code
Section 375 in The Indian Penal Code,623254,The Indian Penal Code
Section 375(Thirdly) in The Indian Penal Code,159488347,The Indian Penal Code
Section 375(Fifthly) in The Indian Penal Code,62890944,The Indian Penal Code
Section 375(Manipur) in The Indian Penal Code,37191634,The Indian Penal Code
Section 376(1) in The Indian Penal Code,455161,The Indian Penal Code
Section 376(2)(a)(ii) in The Indian Penal Code,1750686,The Indian Penal Code
Section 376(2)(c) in The Indian Penal Code,907057,The Indian Penal Code
Section 376(2)(f) in The Indian Penal Code,334057,The Indian Penal Code
Section 376B in The Indian Penal Code,396,The Indian Penal Code
Section 377 in The Indian Penal Code,1836974,The Indian Penal Code
Section 378(b) in The Indian Penal Code,1937575,The Indian Penal Code
Section 378(e) in The Indian Penal Code,1449508,The Indian Penal Code
Section 378(h) in The Indian Penal Code,1906786,The Indian Penal Code
Section 378(j) in The Indian Penal Code,817211,The Indian Penal Code
Section 378(n) in The Indian Penal Code,224425,The Indian Penal Code
Section 379 in The Indian Penal Code,1101188,The Indian Penal Code
